App,Category,Rating,Reviews,Size,Installs,Type,Price ($),Content Rating,Genres,Last Updated,Current Ver,Android Ver
FECREDITTETVUI,FINANCE,4.1,125,15M,50000,Free,0,Everyone,Finance,06/03/2018,1.2.1,4.1 and up
FDepaper,NEWS_AND_MAGAZINES,3.1,183,7.1M,10000,Free,0,Everyone,News & Magazines,04/07/2018,2.2.9,4.1 and up
FreedomPopMessagingPhoneSIM,COMMUNICATION,3.6,9894,39M,500000,Free,0,Everyone,Communication,26/07/2018,23.01.1265.0712,4.1 and up
SantaFeNewMexicaneEdition,NEWS_AND_MAGAZINES,4.1,25,17M,1000,Free,0,Everyone,News & Magazines,21/06/2018,4.7.4.18.0621,4.1 and up
RosdeFe,LIFESTYLE,5,141,15M,1000,Free,0,Everyone,Lifestyle,24/03/2018,1.8,4.1 and up
SantaFeThrive,HEALTH_AND_FITNESS,5,2,8.3M,50,Free,0,Everyone,Health & Fitness,09/07/2018,4.2.2,4.1 and up
ComunidadDeFeMinitries,LIFESTYLE,5,19,11M,500,Free,0,Everyone,Lifestyle,01/03/2018,1.1,4.1 and up
EMIFDRDBankCalculator,FINANCE,4.7,42,3.5M,5000,Free,0,Everyone,Finance,02/04/2017,2.3,4.1 and up
FDCalculatorEMISIPRDLoanEligilibility,FINANCE,5,104,2.3M,1000,Free,0,Everyone,Finance,07/08/2018,2.1.0,4.1 and up
FJDriveMercedesBenzLease,AUTO_AND_VEHICLES,4.6,107,27M,10000,Free,0,Everyone,Auto & Vehicles,06/11/2017,2.0.0,4.1 and up
AngryBirdsSpaceHD,GAME,4.5,43645,46M,5000000,Free,0,Everyone,Arcade,25/05/2018,2.2.13,4.1 and up
FHWiFiCam,PHOTOGRAPHY,2.6,201,2.5M,10000,Free,0,Everyone,Photography,02/05/2017,2.1,4.1 and up
WiFiNetworks,PRODUCTIVITY,4.2,115,1.4M,10000,Free,0,Everyone,Productivity,05/10/2015,1.4,4.1 and up
FGOnTheGo,TOOLS,4.9,55,25M,1000,Free,0,Everyone,Tools,29/06/2018,2.01.0.2,4.1 and up
SydneyFCOfficialApp,SPORTS,4.6,57,17M,5000,Free,0,Everyone,Sports,26/06/2018,3.0.0,4.1 and up
BarcelonaWallpaperHD,PERSONALIZATION,4.5,93,5.7M,10000,Free,0,Everyone,Personalization,28/02/2018,1.1,4.1 and up
FileCommanderFileManagerExplorer,BUSINESS,4.3,758590,12M,100000000,Free,0,Everyone,Business,02/08/2018,Varies with device,4.1 and up
WiFiMaster,TOOLS,4.5,3673,5.8M,500000,Free,0,Everyone,Tools,24/07/2018,1.2.1,4.1 and up
FEMobile,BUSINESS,3,2,8.0M,10,Free,0,Everyone,Business,10/07/2018,1.4.5,4.1 and up
GainesvilleFloridaPoliceDepartment,LIFESTYLE,4.8,4,15M,500,Free,0,Everyone,Lifestyle,22/11/2017,1.1,4.1 and up
ToyTruckRallyD,GAME,4,301895,25M,50000000,Free,0,Everyone,Racing,23/05/2018,1.4.4,4.1 and up
ERAssist,PRODUCTIVITY,5,3,28M,10,Free,0,Everyone,Productivity,06/12/2016,0.1.7,4.1 and up
FloridaStateGameday,SPORTS,4.7,1566,26M,50000,Free,0,Everyone,Sports,13/07/2018,9.19.2,4.1 and up
SouthFloridaAAMeetings,LIFESTYLE,5,10,21M,1000,Free,0,Everyone,Lifestyle,24/05/2018,2.18,4.1 and up
JaxSheriffFL,LIFESTYLE,4.2,53,16M,5000,Free,0,Everyone,Lifestyle,25/06/2018,2.0.1,4.1 and up
FloridaBeachWallpapersHD,TRAVEL_AND_LOCAL,5,3,12M,100,Free,0,Everyone,Travel & Local,30/12/2015,1.8.1,4.1 and up
TheFloridaTrailGuide,TRAVEL_AND_LOCAL,4.3,100,13M,5000,Free,0,Everyone,Travel & Local,01/04/2017,6.0.18,4.1 and up
MadDashFoCash,GAME,5,14,16M,100,Free,0,Everyone,Arcade,19/06/2017,2.5a,4.1 and up
FreedomPopFriendsforFreeData,TOOLS,4.4,58,2.5M,5000,Free,0,Everyone,Tools,24/07/2018,2017.07.24,4.1 and up
BulgarianFrenchDictionaryFr,BOOKS_AND_REFERENCE,4.6,603,7.4M,10000,Free,0,Everyone,Books & Reference,19/06/2016,2.96,4.1 and up
MobileKick,SPORTS,4.3,111809,40M,10000000,Free,0,Everyone,Sports,07/02/2018,1.0.21,4.1 and up
Alarmfochooseyourinfo,SOCIAL,4.4,19,3.1M,1000,Free,0,Everyone,Social,29/05/2018,1.4.8,4.1 and up
HipChatbetaversion,COMMUNICATION,4.1,1035,20M,50000,Free,0,Everyone,Communication,07/08/2018,3.20.001,4.1 and up
FKAtlantas,SPORTS,1.5,2,26M,5,Free,0,Everyone,Sports,21/02/2018,1,4.1 and up
ResultsforFLLottery,NEWS_AND_MAGAZINES,4.6,146,7.1M,10000,Free,0,Everyone,News & Magazines,28/02/2017,3,4.1 and up
FloridaTravelGuide,TRAVEL_AND_LOCAL,3.8,11,86M,1000,Free,0,Everyone,Travel & Local,11/07/2018,6.8.2,4.1 and up
AntilleanGoldTelegramoriginalversion,COMMUNICATION,4.4,2939,17M,100000,Free,0,Everyone,Communication,16/07/2018,2.1,4.1 and up
SMSPark,AUTO_AND_VEHICLES,4.5,3617,7.9M,100000,Free,0,Everyone,Auto & Vehicles,16/05/2018,2.8.2,4.1 and up
BestCarWallpapers,AUTO_AND_VEHICLES,4.5,994,2.9M,100000,Free,0,Everyone,Auto & Vehicles,27/03/2018,1.6,4.1 and up
PoliceLightsSirensFollowMe,AUTO_AND_VEHICLES,4.5,737,8.9M,100000,Free,0,Everyone,Auto & Vehicles,08/06/2018,2.3.5.1,4.1 and up
Naturalrecipesforyourbeauty,BEAUTY,4.7,1150,9.8M,100000,Free,0,Everyone,Beauty,15/05/2018,4,4.1 and up
RatingsbyConsumerReports,SHOPPING,4.3,3420,13M,100000,Free,0,Everyone,Shopping,27/02/2018,2.3.2,4.1 and up
WalkingforWeightLossWalkTracker,HEALTH_AND_FITNESS,4.5,644,5.5M,100000,Free,0,Everyone,Health & Fitness,25/07/2018,1.0.4,4.1 and up
FatBurningWorkoutHomeWeightlose,HEALTH_AND_FITNESS,4.5,706,9.4M,100000,Free,0,Everyone,Health & Fitness,24/07/2018,1.0.5,4.1 and up
RelaxingSounds,HEALTH_AND_FITNESS,4.6,4642,40M,100000,Free,0,Everyone,Health & Fitness,11/03/2017,1.92,4.1 and up
DayMeditationExperience,HEALTH_AND_FITNESS,4.4,11506,15M,100000,Free,0,Everyone,Health & Fitness,02/08/2018,3.0.0,4.1 and up
HarkinsTheatres,ENTERTAINMENT,4.3,1511,12M,100000,Free,0,Everyone,Entertainment,11/06/2018,2.1.1,4.1 and up
SixPacksforManBodyBuildingwithNoEquipment,HEALTH_AND_FITNESS,4.6,2880,7.1M,100000,Free,0,Everyone,Health & Fitness,24/07/2018,1.0.8,4.1 and up
YogaStudioMindBody,HEALTH_AND_FITNESS,4.3,5499,94M,100000,Free,0,Everyone,Health & Fitness,23/07/2018,2.0.16,4.1 and up
AbsTrainingBurnbellyfat,HEALTH_AND_FITNESS,4.7,2071,6.9M,100000,Free,0,Everyone,Health & Fitness,24/07/2018,1.0.12,4.1 and up
FreePandaRadioMusic,BOOKS_AND_REFERENCE,4.5,418,4.2M,100000,Free,0,Everyone,Books & Reference,27/03/2018,2.1,4.1 and up
UltimateFRacingChampionship,AUTO_AND_VEHICLES,3.8,284,57M,100000,Free,0,Everyone,Auto & Vehicles,26/07/2018,3,4.1 and up
LittleTeddyBearColouringBookGame,ART_AND_DESIGN,4.2,85,8.0M,100000,Free,0,Everyone,Art & Design,17/12/2017,2.0.0,4.1 and up
InstallimageswithmusictomakevideowithoutNet,ART_AND_DESIGN,4.6,1070,26M,100000,Free,0,Everyone,Art & Design,14/11/2017,1.6,4.1 and up
PaintSplash,ART_AND_DESIGN,3.8,2206,1.2M,100000,Free,0,Everyone,Art & Design;Creativity,15/04/2018,1.46,4.1 and up
AmericanMuscleCarRace,AUTO_AND_VEHICLES,3.9,129,35M,100000,Free,0,Everyone,Auto & Vehicles,26/07/2018,3,4.1 and up
OffroadOilTankerDriverTransportTruck,AUTO_AND_VEHICLES,4.3,542,33M,100000,Free,0,Everyone,Auto & Vehicles,31/07/2018,4,4.1 and up
InvoiceTimeTrackingZoho,BUSINESS,4.6,5800,8.6M,100000,Free,0,Everyone,Business,02/08/2018,5.20.7,4.1 and up
AccountingAppZohoBooks,BUSINESS,4.5,3079,8.5M,100000,Free,0,Everyone,Business,02/08/2018,5.20.7,4.1 and up
EasyOrigamiIdeas,ART_AND_DESIGN,4.2,1015,11M,100000,Free,0,Everyone,Art & Design,06/01/2018,1.1.0,4.1 and up
LogoMakerSmallBusiness,ART_AND_DESIGN,4,450,14M,100000,Free,0,Everyone,Art & Design,20/04/2018,4,4.1 and up
ExtremeRallyChampionship,AUTO_AND_VEHICLES,4.2,129,54M,100000,Free,0,Everyone,Auto & Vehicles,26/07/2018,3,4.1 and up
HowtodrawLadybugandCatNoir,ART_AND_DESIGN,3.8,564,9.2M,100000,Free,0,Everyone,Art & Design,11/07/2018,2.1,4.1 and up
EmmanuellaFunnyVideos,COMICS,4.5,314,6.1M,100000,Free,0,Everyone,Comics,23/05/2018,3.1.0,4.1 and up
ViettelPostexpressdelivery,BUSINESS,4.4,1225,25M,100000,Free,0,Everyone,Business,01/08/2018,1.0.6.8,4.1 and up
DairyQueen,FOOD_AND_DRINK,3.7,731,43M,100000,Free,0,Everyone,Food & Drink,25/07/2018,2.1.0,4.1 and up
RecipeKeeper,FOOD_AND_DRINK,4.4,1962,22M,100000,Free,0,Everyone,Food & Drink,27/06/2018,3.17.1.0,4.1 and up
FaustopSounds,COMICS,4.7,1677,40M,100000,Free,0,Everyone,Comics,26/05/2018,1.7.7,4.1 and up
BaritasticBariatricTracker,MEDICAL,4.7,4318,12M,100000,Free,0,Everyone,Medical,26/07/2018,1.3.185,4.1 and up
PillIdentifierandDruglist,MEDICAL,4,488,17M,100000,Free,0,Everyone,Medical,01/08/2018,3.8,4.1 and up
PzizzSleepNapFocus,MEDICAL,4.3,5521,22M,100000,Free,0,Everyone,Medical,01/07/2018,4.9.6,4.1 and up
PulsePointRespond,MEDICAL,4.5,7837,21M,100000,Free,0,Everyone,Medical,31/07/2018,2.4,4.1 and up
VitusVetPetHealthCareApp,MEDICAL,4.8,3052,12M,100000,Free,0,Everyone,Medical,31/07/2018,3.8.0,4.1 and up
SanfordGuideAntimicrobialRx,MEDICAL,4.5,1388,3.3M,100000,Free,0,Everyone,Medical,03/07/2018,2.1.11,4.1 and up
ExrcitoBrasileiro,PRODUCTIVITY,4.7,1730,16M,100000,Free,0,Everyone,Productivity,01/02/2018,1.5,4.1 and up
FindDiningRestaurantFinder,TRAVEL_AND_LOCAL,4.1,427,26M,100000,Free,0,Everyone,Travel & Local,21/03/2016,1.2.1,4.1 and up
REIShopOutdoorGear,SHOPPING,4.4,3878,8.8M,100000,Free,0,Everyone,Shopping,08/05/2018,5.6.8,4.1 and up
SwingAidLevelupGolf,SPORTS,4.3,752,33M,100000,Free,0,Everyone,Sports,10/07/2018,2.6.3,4.1 and up
TheRulesofGolf,SPORTS,4.3,926,9.3M,100000,Free,0,Everyone,Sports,17/01/2018,5.9,4.1 and up
MercatofootbyMaxifoot,SPORTS,4.4,697,3.0M,100000,Free,0,Everyone,Sports,16/03/2017,1.1,4.1 and up
LionelMessiWallpapers,SPORTS,4.7,950,18M,100000,Free,0,Everyone,Sports,17/07/2018,2.6,4.1 and up
NBCSportsGold,SPORTS,2.9,3017,24M,100000,Free,0,Everyone,Sports,02/07/2018,3.7,4.1 and up
Tennistennislivescores,SPORTS,4.6,990,9.4M,100000,Free,0,Everyone,Sports,18/07/2018,2.28.1,4.1 and up
HovercraftRacer,SPORTS,4,218,28M,100000,Free,0,Everyone,Sports,19/07/2018,5,4.1 and up
AllFootballGOLiveScoreGames,SPORTS,4.6,1981,10M,100000,Free,0,Everyone,Sports,21/06/2018,2.9.9go,4.1 and up
TheVideoMessengerApp,SOCIAL,4.4,1200,2.8M,100000,Free,0,Everyone,Social,02/08/2018,0.1.1,4.1 and up
ShopnSave,SHOPPING,3.4,620,40M,100000,Free,0,Everyone,Shopping,13/03/2018,2.2.8,4.1 and up
SentinInformationMap,MAPS_AND_NAVIGATION,4.1,2909,5.2M,100000,Free,0,Everyone,Maps & Navigation,26/06/2018,1.39,4.1 and up
GpsRouteFinder,MAPS_AND_NAVIGATION,4.4,652,3.4M,100000,Free,0,Everyone,Maps & Navigation,26/05/2018,116,4.1 and up
FreemeLauncherStylishTheme,PERSONALIZATION,4.1,2828,7.4M,100000,Free,0,Everyone,Personalization,22/01/2017,2.11.5,4.1 and up
BestApplockLockerNoAds,PRODUCTIVITY,4.7,10672,6.9M,100000,Free,0,Everyone,Productivity,23/06/2018,2.1.1,4.1 and up
BingAds,BUSINESS,4.1,1828,13M,100000,Free,0,Everyone,Business,20/07/2018,2.13.2,4.1 and up
HOTELDEALS,TRAVEL_AND_LOCAL,4.2,1609,4.0M,100000,Free,0,Everyone,Travel & Local,26/04/2018,53.89.55,4.1 and up
AlopecOnlineShippingSystem,MAPS_AND_NAVIGATION,4.3,1240,14M,100000,Free,0,Everyone,Maps & Navigation,02/11/2017,2.4.1,4.1 and up
MyChildfromeDzieckopl,PARENTING,4.5,1025,17M,100000,Free,0,Everyone,Parenting,29/06/2018,1.3.9,4.1 and up
RainbowJournalActivities,PARENTING,4.8,6668,20M,100000,Free,0,Everyone,Parenting,28/03/2018,2.5.9,4.1 and up
UncloudedCloudManager,PRODUCTIVITY,4.1,6850,11M,100000,Free,0,Everyone,Productivity,08/08/2016,2.3.3-play,4.1 and up
WhiteNoiseforBaby,PARENTING,4.9,717,6.6M,100000,Free,0,Everyone,Parenting,30/12/2017,1.6.0,4.1 and up
KidsVideos,PARENTING,4.1,559,6.4M,100000,Free,0,Everyone,Parenting,20/05/2018,1.3.1,4.1 and up
HTCSenseInputCA,TOOLS,3.1,124,1.9M,100000,Free,0,Everyone,Tools,22/04/2014,9.7.753080,4.1 and up
HTCSenseInputAR,TOOLS,3.8,1420,2.7M,100000,Free,0,Everyone,Tools,22/04/2014,9.7.753080,4.1 and up
ILoveUThemeEmojiKeyboard,PERSONALIZATION,4.6,655,3.5M,100000,Free,0,Everyone,Personalization,08/05/2018,4.3,4.1 and up
AbsCoreBackWorkoutChallenge,HEALTH_AND_FITNESS,4.8,3908,33M,100000,Free,0,Everyone,Health & Fitness,09/07/2018,1.5.8,4.1 and up
ABClickShop,SHOPPING,3.8,454,18M,100000,Free,0,Everyone,Shopping,26/06/2018,1.1.0.0,4.1 and up
XLauncherWithOSStyleThemeControlCenter,ART_AND_DESIGN,4.7,5754,4.4M,100000,Free,0,Everyone,Art & Design,30/07/2018,2.1.2,4.1 and up
XHomeBarFree,TOOLS,4.6,4210,1.9M,100000,Free,0,Everyone,Tools,18/06/2018,1.5.0,4.1 and up
iLockerXiOSLockscreenwithHDWallpapers,PERSONALIZATION,4.3,1714,31M,100000,Free,0,Everyone,Personalization,19/06/2018,1.4.7,4.1 and up
FlexiroamX,TRAVEL_AND_LOCAL,4,875,21M,100000,Free,0,Everyone,Travel & Local,03/08/2018,3.5.3,4.1 and up
minuteabsworkoutDailyAbWorkout,HEALTH_AND_FITNESS,4.8,527,23M,100000,Free,0,Everyone,Health & Fitness,30/03/2018,2.01,4.1 and up
Acremotecontrol,TOOLS,3.3,472,2.0M,100000,Free,0,Everyone,Tools,17/10/2017,1.3,4.1 and up
TOEFLPrepPracticefromMagoosh,EDUCATION,4.5,756,12M,100000,Free,0,Everyone,Education,18/06/2018,3.2.0,4.1 and up
DigitSaveMoneyAutomatically,FINANCE,4.5,8188,22M,100000,Free,0,Everyone,Finance,31/07/2018,2.29.01,4.1 and up
ListenandlearnEnglishinsevendays,EDUCATION,4.3,1516,3.9M,100000,Free,0,Everyone,Education,28/07/2018,3.1,4.1 and up
PicktrainerIndiaslargestphotocontestapp,EVENTS,4.5,1065,9.0M,100000,Free,0,Everyone,Events,31/05/2018,1.3.2,4.1 and up
QuakeVolcanoesDGlobeofVolcanicEruptions,EVENTS,4.4,663,6.0M,100000,Free,0,Everyone,Events,14/10/2017,1.1.3,4.1 and up
HappyBirthdaySongsOffline,EVENTS,4.4,464,8.9M,100000,Free,0,Everyone,Events,04/12/2017,1.3,4.1 and up
HisnulAlMuslimHisnInvocationsAdhkaar,BOOKS_AND_REFERENCE,4.6,3234,85M,100000,Free,0,Everyone,Books & Reference,26/12/2017,1.7.22,4.1 and up
Sketchngo,VIDEO_PLAYERS,3.8,3965,6.4M,100000,Free,0,Everyone,Video Players & Editors,26/03/2018,2.2.9,4.1 and up
ASGuadelasLigas,SPORTS,4.1,4374,53M,100000,Free,0,Everyone,Sports,14/09/2017,1.0.10,4.1 and up
MaccelerationDCarRacing,GAME,3.9,1202,34M,100000,Free,0,Everyone,Racing,28/06/2018,1.6,4.1 and up
KkeyboardMyanmar,TOOLS,4.8,1955,14M,100000,Free,0,Everyone,Tools,17/03/2018,1.0.8,4.1 and up
PLauncherAndroidPLauncherStyle,TOOLS,4.3,1162,7.3M,100000,Free,0,Everyone,Tools,06/07/2018,2.5,4.1 and up
JTouch,TOOLS,4.6,2176,953k,100000,Free,0,Everyone,Tools,01/08/2018,1.5.1-GP,4.1 and up
TotalAV,PRODUCTIVITY,3.4,617,46M,100000,Free,0,Everyone,Productivity,17/04/2018,1.5.3,4.1 and up
HTCSenseInputBG,TOOLS,2.7,198,2.8M,100000,Free,0,Everyone,Tools,22/04/2014,9.7.753080,4.1 and up
beProdubanco,FINANCE,4,967,22M,100000,Free,0,Everyone,Finance,02/08/2018,1.2.1,4.1 and up
ePaybg,FINANCE,4.4,2017,2.4M,100000,Free,0,Everyone,Finance,26/07/2018,2.22,4.1 and up
MyCollegeBookstore,SHOPPING,3.2,661,7.6M,100000,Free,0,Everyone,Shopping,19/03/2018,3.0.2,4.1 and up
CardioJournalBloodPressureLog,MEDICAL,4.5,3320,8.3M,100000,Free,0,Everyone,Medical,12/02/2018,3.1.1,4.1 and up
BJsWholesaleClub,SHOPPING,4.2,4099,17M,100000,Free,0,Everyone,Shopping,27/07/2018,2.0.10,4.1 and up
OLXUgandaSellBuyCellphones,SHOPPING,4.2,4977,9.8M,100000,Free,0,Everyone,Shopping,25/07/2018,11.15.03,4.1 and up
BT,NEWS_AND_MAGAZINES,2.8,636,1.4M,100000,Free,0,Everyone,News & Magazines,08/06/2018,1.12.2,4.1 and up
Strtis,MAPS_AND_NAVIGATION,3.1,742,15M,100000,Free,0,Everyone,Maps & Navigation,09/07/2018,5.7,4.1 and up
BaskinRobbins,FOOD_AND_DRINK,3.8,1103,6.6M,100000,Free,0,Everyone,Food & Drink,08/06/2018,1.4.0-2,4.1 and up
BZReis,TRAVEL_AND_LOCAL,3.1,421,53M,100000,Free,0,Everyone,Travel & Local,09/03/2018,4.4.15,4.1 and up
Saveca,SHOPPING,3.7,2094,34M,100000,Free,0,Everyone,Shopping,02/07/2018,4.8.18.12,4.1 and up
AppforCraigslistProBuySellPostings,LIFESTYLE,4.3,707,5.0M,100000,Free,0,Everyone,Lifestyle,09/05/2018,App copyright,4.1 and up
NaiduniaMPNewsCGNews,NEWS_AND_MAGAZINES,4.3,2746,8.7M,100000,Free,0,Everyone,News & Magazines,09/04/2018,3.2,4.1 and up
cloudLibrary,BOOKS_AND_REFERENCE,4,10774,35M,100000,Free,0,Everyone,Books & Reference,28/06/2018,3.8.10,4.1 and up
CameraVMegapixel,PHOTOGRAPHY,4,2480,2.5M,100000,Free,0,Everyone,Photography,01/08/2018,4,4.1 and up
CVLibraryJobSearch,BUSINESS,4.4,6997,4.6M,100000,Free,0,Everyone,Business,06/07/2018,6.8.0,4.1 and up
CPSurprise,LIFESTYLE,3.8,2548,4.9M,100000,Free,0,Everyone,Lifestyle,30/01/2018,4.4.2,4.1 and up
DeckAnalyzerforCR,TOOLS,4.2,2630,18M,100000,Free,0,Everyone,Tools,02/02/2017,1.3.0,4.1 and up
Webmailwebmobileapp,TOOLS,2.3,395,2.6M,100000,Free,0,Everyone,Tools,05/08/2018,4.2,4.1 and up
UltimateQuizforCSGOSkinsCasesPlayers,GAME,4.5,2526,22M,100000,Free,0,Everyone,Trivia,14/02/2018,1.3.0,4.1 and up
BankOfCyprus,FINANCE,4.1,1514,12M,100000,Free,0,Everyone,Finance,14/02/2018,1.1,4.1 and up
IHOP,FOOD_AND_DRINK,4.2,441,24M,100000,Free,0,Everyone,Food & Drink,03/04/2018,2.2.0,4.1 and up
DownloadManagerProFREE,PRODUCTIVITY,3.8,637,7.2M,100000,Free,0,Everyone,Productivity,31/10/2017,2.5,4.1 and up
DQTexas,FOOD_AND_DRINK,4.1,336,13M,100000,Free,0,Everyone,Food & Drink,18/05/2018,1.4.1,4.1 and up
DNDiriodeNotcias,NEWS_AND_MAGAZINES,3.7,794,15M,100000,Free,0,Everyone,News & Magazines,26/07/2018,3.2.7,4.1 and up
DPMaker,PHOTOGRAPHY,4.2,784,18M,100000,Free,0,Everyone,Photography,29/04/2018,1.00.15,4.1 and up
DownloadInstantDPFullHD,TOOLS,4.3,1283,4.4M,100000,Free,0,Everyone,Tools,04/08/2018,4.1.0,4.1 and up
Howwelldoyouknowme,GAME,3.9,1290,6.4M,100000,Free,0,Everyone,Word,26/07/2018,2.3.0,4.1 and up
CleanMyHouseChoreToDoListTaskScheduler,PRODUCTIVITY,4.1,661,3.4M,100000,Free,0,Everyone,Productivity,21/06/2018,2.1.2,4.1 and up
HausaRadio,NEWS_AND_MAGAZINES,4.4,3375,4.2M,100000,Free,0,Everyone,News & Magazines,31/07/2018,4.1,4.1 and up
ElPolloLocoLocoRewards,FOOD_AND_DRINK,4,848,25M,100000,Free,0,Everyone,Food & Drink,23/02/2018,2.1,4.1 and up
SportLook,PHOTOGRAPHY,2.5,1283,8.2M,100000,Free,0,Everyone,Photography,21/06/2018,1.2.7,4.1 and up
BiblewithEGWComments,BOOKS_AND_REFERENCE,4.7,3776,12M,100000,Free,0,Everyone,Books & Reference,07/02/2018,2.12.0,4.1 and up
VirtualDJMixer,TOOLS,4.2,2013,16M,100000,Free,0,Everyone,Tools,18/05/2017,1,4.1 and up
MixVirtualDJ,TOOLS,4.2,2925,16M,100000,Free,0,Everyone,Tools,23/11/2017,1,4.1 and up
SmokeEffectNameArtMakerAvatarTextArtEditor,PERSONALIZATION,4.3,1961,6.6M,100000,Free,0,Everyone,Personalization,29/06/2018,1,4.1 and up
HymnesetLouanges,BOOKS_AND_REFERENCE,4.4,1877,5.7M,100000,Free,0,Everyone,Books & Reference,21/03/2017,2.4.1,4.1 and up
eCooltrascootersharingShareelectricscooters,TRAVEL_AND_LOCAL,4.2,2822,27M,100000,Free,0,Everyone,Travel & Local,27/07/2018,1.21.2,4.1 and up
BasketManagerFree,SPORTS,4.3,1879,4.4M,100000,Free,0,Everyone,Sports,09/02/2017,2.9,4.1 and up
BMStores,SHOPPING,3.7,192,36M,100000,Free,0,Everyone,Shopping,03/08/2018,0.8.129,4.1 and up
BasketManagerFree,SPORTS,4.5,2710,4.8M,100000,Free,0,Everyone,Sports,27/11/2017,4,4.1 and up
Offroaddrivexdrivinggame,GAME,3.5,2071,36M,100000,Free,0,Everyone,Racing,29/06/2018,1.0.3,4.1 and up
FCZenitofficialAndroidapp,SPORTS,4.5,5675,49M,100000,Free,0,Everyone,Sports,18/04/2018,3.0.10,4.1 and up
FreshNews,NEWS_AND_MAGAZINES,4.4,2207,9.8M,100000,Free,0,Everyone,News & Magazines,26/07/2018,41,4.1 and up
FishHuntFL,LIFESTYLE,3.6,853,34M,100000,Free,0,Everyone,Lifestyle,22/03/2018,3.2.0,4.1 and up
ReindeerVPNProxyVPN,TOOLS,4.2,7339,4.0M,100000,Free,0,Everyone,Tools,10/05/2018,1.74,4.1 and up
Flame,EDUCATION,4.6,56065,37M,1000000,Free,0,Everyone,Education,26/07/2018,3.3,4.1 and up
TracFoneMyAccount,COMMUNICATION,3.6,20769,18M,1000000,Free,0,Everyone,Communication,11/07/2018,R6.0.3,4.1 and up
TicketsPDAExam,AUTO_AND_VEHICLES,4.9,197136,38M,1000000,Free,0,Everyone,Auto & Vehicles,15/07/2018,8.31,4.1 and up
ipsyMakeupBeautyandTips,BEAUTY,4.9,49790,14M,1000000,Free,0,Everyone,Beauty,09/11/2017,2.3.0,4.1 and up
FamilyDollar,SHOPPING,4.3,2588,21M,1000000,Free,0,Everyone,Shopping,23/07/2018,2.4.0,4.1 and up
KeyRingCardsCouponSales,SHOPPING,4.1,42871,23M,1000000,Free,0,Everyone,Shopping,27/07/2018,8.9.1,4.1 and up
AllEmailProviders,COMMUNICATION,4.1,20901,7.3M,1000000,Free,0,Everyone,Communication,03/04/2018,5.0.9,4.1 and up
EmailTypeAppMailApp,COMMUNICATION,4.6,183374,44M,1000000,Free,0,Everyone,Communication,01/08/2018,1.9.4.74,4.1 and up
Thewall,SHOPPING,4.4,35563,4.2M,1000000,Free,0,Everyone,Shopping,23/07/2018,10.2.1,4.1 and up
BankMobileVibeApp,FINANCE,4.3,14627,23M,1000000,Free,0,Everyone,Finance,09/07/2018,5.1,4.1 and up
NavyFederalCreditUnion,FINANCE,4.4,43313,40M,1000000,Free,0,Everyone,Finance,09/07/2018,5.16.2,4.1 and up
WeightLossTrackerRecStyle,HEALTH_AND_FITNESS,4.4,20547,5.7M,1000000,Free,0,Everyone,Health & Fitness,29/11/2017,3.2.7,4.1 and up
MyPlateCalorieTracker,HEALTH_AND_FITNESS,4.6,24094,18M,1000000,Free,0,Everyone,Health & Fitness,09/07/2018,3.3.0(1),4.1 and up
DELISHKITCHENFREErecipemoviesmakefoodfunandeasy,FOOD_AND_DRINK,4.6,32997,13M,1000000,Free,0,Everyone,Food & Drink,04/08/2018,2.2.7,4.1 and up
CitizensBankMobileBanking,FINANCE,4.1,15192,38M,1000000,Free,0,Everyone,Finance,23/05/2018,4.2.1,4.1 and up
CreditSesame,FINANCE,4.3,25166,11M,1000000,Free,0,Everyone,Finance,25/07/2018,3.1.16,4.1 and up
StockTrainerVirtualTradingStockMarkets,FINANCE,4.4,42809,23M,1000000,Free,0,Everyone,Finance,27/07/2018,3.04 - Beta,4.1 and up
CouchtoKbyRunDouble,HEALTH_AND_FITNESS,4.7,15674,6.1M,1000000,Free,0,Everyone,Health & Fitness,31/07/2018,4.5.4,4.1 and up
BlinkistNonfictionBooks,EDUCATION,4.1,16103,13M,1000000,Free,0,Everyone,Education,31/07/2018,5.7.1,4.1 and up
WhiteNoiseLite,HEALTH_AND_FITNESS,4.4,57634,41M,1000000,Free,0,Everyone,Health & Fitness,25/06/2018,7.4,4.1 and up
HomescomForSaleRent,HOUSE_AND_HOME,4,6000,18M,1000000,Free,0,Everyone,House & Home,28/07/2018,9.6.8,4.1 and up
CalorieCounterEasyFitfree,HEALTH_AND_FITNESS,4.7,50294,11M,1000000,Free,0,Everyone,Health & Fitness,09/07/2018,3.0.7,4.1 and up
Homeworkoutsfatburningabslegsarmschest,HEALTH_AND_FITNESS,4.3,4848,13M,1000000,Free,0,Everyone,Health & Fitness,18/07/2018,2.6,4.1 and up
RealTractorFarming,AUTO_AND_VEHICLES,4,1598,56M,1000000,Free,0,Everyone,Auto & Vehicles,26/07/2018,11,4.1 and up
InvoicegoProfessionalInvoicesandEstimates,BUSINESS,4.2,16422,28M,1000000,Free,0,Everyone,Business,01/08/2018,10.46.2,4.1 and up
MobileDocScannerMDScanLite,BUSINESS,4.2,46505,19M,1000000,Free,0,Everyone,Business,02/08/2018,3.4.49,4.1 and up
